[INFO] [1789097395.493044301] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-plane ICP)
[INFO] [1789097395.493128136] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789097395.493136239] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789097395.493142202] [lidar_inertial_odometer]:   ring   : selection=all band=[30,63] -> 34/64 ch (dropped 0 above + 30 below)
[INFO] [1789097395.493149136] [lidar_inertial_odometer]:   normal : loam_curvature
[INFO] [1789097401.019136827] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789097406.091298661] [lidar_inertial_odometer]: odometer initialized (t=1317400963.391)
[lio] initialized at t=1317400963.390639 | |a|=9.844 m/s^2
[lio] t=1317401075.588 | feat 4284/8160 | map   4080 | icp ok  iter 12 corr  3992 rms 0.0462   74.62 ms | p=(  225.83   -87.93   8.41) v=7.87 m/s [KF]
[lio] t=1317401075.692 | feat 4241/8160 | map   4246 | icp ok  iter  9 corr  4001 rms 0.0443   45.93 ms | p=(  226.66   -87.91   8.41) v=7.87 m/s
[lio] t=1317401075.796 | feat 4228/8160 | map   4246 | icp ok  iter 12 corr  3887 rms 0.0510   62.28 ms | p=(  227.46   -87.71   8.42) v=7.79 m/s [KF]
[lio] t=1317401075.900 | feat 4371/8160 | map   4367 | icp ok  iter  4 corr  4065 rms 0.0545   23.38 ms | p=(  228.24   -87.58   8.42) v=7.65 m/s
[lio] t=1317401076.004 | feat 4382/8160 | map   4367 | icp ok  iter  4 corr  3985 rms 0.0561   20.54 ms | p=(  228.99   -87.45   8.42) v=7.40 m/s [KF]
[lio] t=1317401076.108 | feat 4243/8160 | map   4480 | icp ok  iter  6 corr  3939 rms 0.0411   33.90 ms | p=(  229.81   -87.25   8.42) v=7.77 m/s
[lio] t=1317401076.212 | feat 4409/8160 | map   4480 | icp ok  iter 12 corr  3900 rms 0.0393   66.34 ms | p=(  230.60   -87.16   8.43) v=7.57 m/s [KF]
[lio] t=1317401076.316 | feat 4444/8160 | map   4620 | icp ok  iter 12 corr  4014 rms 0.0358   68.49 ms | p=(  231.38   -87.07   8.44) v=7.50 m/s
[lio] t=1317401076.420 | feat 4444/8160 | map   4620 | icp ok  iter  7 corr  3929 rms 0.0403   39.45 ms | p=(  232.10   -86.96   8.44) v=7.09 m/s [KF]
[lio] t=1317401076.523 | feat 4355/8160 | map   4757 | icp ok  iter  6 corr  3911 rms 0.0348   29.71 ms | p=(  232.87   -86.81   8.44) v=7.22 m/s
[lio] t=1317401076.627 | feat 4350/8160 | map   4757 | icp ok  iter  5 corr  3864 rms 0.0425   24.95 ms | p=(  233.53   -86.70   8.45) v=6.67 m/s [KF]
[lio] t=1317401076.731 | feat 4404/8160 | map   4900 | icp ok  iter  4 corr  3923 rms 0.0333   22.77 ms | p=(  234.19   -86.59   8.45) v=6.37 m/s
[lio] t=1317401076.835 | feat 4466/8160 | map   4900 | icp ok  iter  5 corr  3833 rms 0.0359   24.81 ms | p=(  234.91   -86.51   8.46) v=6.57 m/s [KF]
[lio] t=1317401076.939 | feat 4435/8160 | map   5024 | icp ok  iter  5 corr  3829 rms 0.0344   23.53 ms | p=(  235.57   -86.36   8.46) v=6.41 m/s
[lio] t=1317401077.043 | feat 4501/8160 | map   5024 | icp ok  iter  4 corr  3769 rms 0.0318   20.89 ms | p=(  236.17   -86.29   8.47) v=5.86 m/s [KF]
[lio] t=1317401077.147 | feat 4655/8160 | map   5160 | icp ok  iter 12 corr  3938 rms 0.0313   64.05 ms | p=(  236.80   -86.22   8.47) v=5.82 m/s
[lio] t=1317401077.251 | feat 4403/8160 | map   5160 | icp ok  iter  5 corr  3692 rms 0.0300   22.96 ms | p=(  237.39   -86.14   8.48) v=5.60 m/s [KF]
[lio] t=1317401077.355 | feat 4610/8160 | map   5256 | icp ok  iter 12 corr  3858 rms 0.0428   66.04 ms | p=(  237.91   -86.06   8.48) v=5.09 m/s
[lio] t=1317401077.459 | feat 4448/8160 | map   5256 | icp ok  iter  5 corr  3736 rms 0.0347   25.30 ms | p=(  238.43   -85.96   8.47) v=4.90 m/s [KF]
[lio] t=1317401077.563 | feat 4410/8160 | map   5383 | icp ok  iter  4 corr  3597 rms 0.0316   19.43 ms | p=(  238.95   -85.87   8.46) v=4.79 m/s
[lio] t=1317401077.667 | feat 4581/8160 | map   5383 | icp ok  iter  5 corr  3623 rms 0.0334   21.14 ms | p=(  239.41   -85.86   8.46) v=4.33 m/s
[lio] t=1317401077.771 | feat 4329/8160 | map   5383 | icp ok  iter  4 corr  3499 rms 0.0348   22.37 ms | p=(  239.80   -85.77   8.47) v=3.85 m/s [KF]
[lio] t=1317401077.875 | feat 4286/8160 | map   5504 | icp ok  iter  7 corr  3523 rms 0.0309   34.73 ms | p=(  240.22   -85.74   8.47) v=3.76 m/s
[lio] t=1317401077.979 | feat 4203/8160 | map   5504 | icp ok  iter  4 corr  3366 rms 0.0335   16.26 ms | p=(  240.59   -85.64   8.47) v=3.48 m/s
[lio] t=1317401078.083 | feat 4286/8160 | map   5504 | icp ok  iter  6 corr  3396 rms 0.0357   28.74 ms | p=(  240.97   -85.61   8.46) v=3.37 m/s [KF]
[lio] t=1317401078.187 | feat 4477/8160 | map   5624 | icp ok  iter  4 corr  3525 rms 0.0286   18.86 ms | p=(  241.27   -85.58   8.47) v=2.87 m/s
[lio] t=1317401078.291 | feat 4620/8160 | map   5624 | icp ok  iter  4 corr  3558 rms 0.0325   20.61 ms | p=(  241.59   -85.54   8.47) v=2.80 m/s
[lio] t=1317401078.395 | feat 4430/8160 | map   5624 | icp ok  iter  4 corr  3624 rms 0.0332   18.82 ms | p=(  241.85   -85.49   8.48) v=2.44 m/s
[lio] t=1317401078.499 | feat 4523/8160 | map   5624 | icp ok  iter  4 corr  3565 rms 0.0363   20.07 ms | p=(  242.06   -85.48   8.48) v=2.01 m/s [KF]
[lio] t=1317401078.603 | feat 4604/8160 | map   5773 | icp ok  iter  4 corr  3648 rms 0.0281   18.64 ms | p=(  242.29   -85.45   8.48) v=1.94 m/s
[lio] t=1317401078.707 | feat 4688/8160 | map   5773 | icp ok  iter  4 corr  3819 rms 0.0294   18.76 ms | p=(  242.45   -85.43   8.49) v=1.60 m/s
[lio] t=1317401078.811 | feat 4502/8160 | map   5773 | icp ok  iter 12 corr  3642 rms 0.0287   62.34 ms | p=(  242.62   -85.40   8.49) v=1.53 m/s
[lio] t=1317401078.915 | feat 4481/8160 | map   5773 | icp ok  iter  4 corr  3627 rms 0.0440   19.55 ms | p=(  242.81   -85.38   8.49) v=1.62 m/s
[lio] t=1317401079.019 | feat 4437/8160 | map   5773 | icp ok  iter  5 corr  3585 rms 0.0338   25.73 ms | p=(  242.92   -85.38   8.49) v=1.27 m/s
[lio] t=1317401079.123 | feat 4423/8160 | map   5773 | icp ok  iter  5 corr  3544 rms 0.0378   27.60 ms | p=(  243.12   -85.36   8.49) v=1.58 m/s [KF]
[lio] t=1317401079.227 | feat 4378/8160 | map   5923 | icp ok  iter  5 corr  3524 rms 0.0241   25.20 ms | p=(  243.25   -85.35   8.49) v=1.32 m/s
[lio] t=1317401079.331 | feat 4318/8160 | map   5923 | icp ok  iter  5 corr  3491 rms 0.0294   22.72 ms | p=(  243.36   -85.34   8.49) v=1.12 m/s
[lio] t=1317401079.435 | feat 4314/8160 | map   5923 | icp ok  iter  5 corr  3525 rms 0.0326   22.96 ms | p=(  243.53   -85.32   8.49) v=1.39 m/s
[lio] t=1317401079.539 | feat 4587/8160 | map   5923 | icp ok  iter  4 corr  3800 rms 0.0348   22.78 ms | p=(  243.65   -85.28   8.49) v=1.27 m/s
[lio] t=1317401079.643 | feat 4473/8160 | map   5923 | icp ok  iter  3 corr  3638 rms 0.0316   15.56 ms | p=(  243.77   -85.30   8.49) v=1.16 m/s
[lio] t=1317401079.747 | feat 4302/8160 | map   5923 | icp ok  iter  4 corr  3591 rms 0.0304   19.09 ms | p=(  243.89   -85.26   8.49) v=1.16 m/s
[lio] t=1317401079.851 | feat 4266/8160 | map   5923 | icp ok  iter  4 corr  3605 rms 0.0491   18.77 ms | p=(  244.03   -85.24   8.49) v=1.27 m/s
[lio] t=1317401079.955 | feat 4173/8160 | map   5923 | icp ok  iter  5 corr  3555 rms 0.0470   24.37 ms | p=(  244.15   -85.26   8.49) v=1.16 m/s [KF]
[lio] t=1317401080.059 | feat 4266/8160 | map   6068 | icp ok  iter  5 corr  3714 rms 0.0296   26.65 ms | p=(  244.27   -85.19   8.49) v=1.25 m/s
[lio] t=1317401080.163 | feat 4334/8160 | map   6068 | icp ok  iter  4 corr  3703 rms 0.0288   20.06 ms | p=(  244.41   -85.21   8.49) v=1.27 m/s
[lio] t=1317401080.267 | feat 4367/8160 | map   6068 | icp ok  iter  4 corr  3722 rms 0.1189   20.04 ms | p=(  244.54   -85.18   8.49) v=1.24 m/s
[lio] t=1317401080.370 | feat 4416/8160 | map   6068 | icp ok  iter  4 corr  3724 rms 0.0938   19.23 ms | p=(  244.65   -85.19   8.49) v=1.14 m/s
[lio] t=1317401080.474 | feat 4477/8160 | map   6068 | icp ok  iter  4 corr  3766 rms 0.0819   20.99 ms | p=(  244.78   -85.18   8.49) v=1.17 m/s
[lio] t=1317401080.578 | feat 4324/8160 | map   6068 | icp ok  iter  4 corr  3660 rms 0.0407   20.77 ms | p=(  244.92   -85.17   8.49) v=1.31 m/s
[lio] t=1317401080.682 | feat 4484/8160 | map   6068 | icp ok  iter  4 corr  3758 rms 0.0307   19.84 ms | p=(  245.05   -85.14   8.49) v=1.34 m/s
[lio] t=1317401080.786 | feat 4796/8160 | map   6068 | icp ok  iter  4 corr  4017 rms 0.0683   19.33 ms | p=(  245.18   -85.13   8.49) v=1.34 m/s [KF]
[lio] t=1317401080.890 | feat 4588/8160 | map   6206 | icp ok  iter 12 corr  3867 rms 0.0302   70.53 ms | p=(  245.36   -85.08   8.49) v=1.68 m/s
[lio] t=1317401080.994 | feat 4620/8160 | map   6206 | icp ok  iter  5 corr  3930 rms 0.0675   28.41 ms | p=(  245.51   -85.08   8.49) v=1.59 m/s
[lio] t=1317401081.097 | feat 4565/8160 | map   6206 | icp ok  iter  4 corr  3865 rms 0.0849   20.41 ms | p=(  245.71   -85.00   8.49) v=1.98 m/s
[lio] t=1317401081.201 | feat 4261/8160 | map   6206 | icp ok  iter  4 corr  3561 rms 0.0458   21.27 ms | p=(  245.91   -84.93   8.49) v=2.11 m/s
[lio] t=1317401081.305 | feat 4264/8160 | map   6206 | icp ok  iter  4 corr  3565 rms 0.0581   20.48 ms | p=(  246.13   -84.93   8.50) v=2.21 m/s
[lio] t=1317401081.408 | feat 4231/8160 | map   6206 | icp ok  iter  4 corr  3498 rms 0.1003   19.73 ms | p=(  246.34   -84.82   8.50) v=2.31 m/s [KF]
[lio] t=1317401081.512 | feat 4289/8160 | map   6347 | icp ok  iter  4 corr  3524 rms 0.0305   20.41 ms | p=(  246.57   -84.79   8.51) v=2.35 m/s
[lio] t=1317401081.616 | feat 4200/8160 | map   6347 | icp ok  iter  4 corr  3425 rms 0.0522   20.27 ms | p=(  246.84   -84.72   8.51) v=2.63 m/s
[lio] t=1317401081.719 | feat 4367/8160 | map   6347 | icp ok  iter  4 corr  3497 rms 0.0643   21.97 ms | p=(  247.07   -84.60   8.53) v=2.60 m/s
[lio] t=1317401081.823 | feat 4370/8160 | map   6347 | icp ok  iter  5 corr  3518 rms 0.0588   25.31 ms | p=(  247.37   -84.45   8.53) v=3.08 m/s [KF]
[lio] t=1317401081.927 | feat 4389/8160 | map   6511 | icp ok  iter  4 corr  3494 rms 0.0324   19.76 ms | p=(  247.60   -84.33   8.54) v=2.82 m/s
[lio] t=1317401082.030 | feat 4490/8160 | map   6511 | icp ok  iter  4 corr  3602 rms 0.0387   20.65 ms | p=(  247.87   -84.23   8.54) v=2.87 m/s
[lio] t=1317401082.134 | feat 4621/8160 | map   6511 | icp ok  iter  4 corr  3655 rms 0.0352   21.04 ms | p=(  248.13   -84.04   8.55) v=3.09 m/s
[lio] t=1317401082.238 | feat 4531/8160 | map   6511 | icp ok  iter  6 corr  3541 rms 0.0323   29.79 ms | p=(  248.43   -83.84   8.56) v=3.38 m/s [KF]
[lio] t=1317401082.341 | feat 4592/8160 | map   6677 | icp ok  iter  4 corr  3716 rms 0.0393   18.25 ms | p=(  248.70   -83.63   8.57) v=3.44 m/s
[lio] t=1317401082.445 | feat 4496/8160 | map   6677 | icp ok  iter  5 corr  3583 rms 0.0324   28.52 ms | p=(  248.92   -83.45   8.58) v=3.05 m/s
[lio] t=1317401082.549 | feat 4567/8160 | map   6677 | icp ok  iter  5 corr  3661 rms 0.0378   26.94 ms | p=(  249.19   -83.24   8.57) v=3.26 m/s
[lio] t=1317401082.653 | feat 4553/8160 | map   6677 | icp ok  iter  5 corr  3638 rms 0.0309   29.37 ms | p=(  249.45   -82.94   8.57) v=3.67 m/s [KF]
[lio] t=1317401082.757 | feat 4594/8160 | map   6835 | icp ok  iter  4 corr  3699 rms 0.0300   18.15 ms | p=(  249.72   -82.61   8.56) v=4.06 m/s
[lio] t=1317401082.860 | feat 4725/8160 | map   6835 | icp ok  iter 12 corr  3766 rms 0.0307   63.61 ms | p=(  249.97   -82.30   8.55) v=4.02 m/s
[lio] t=1317401082.964 | feat 4707/8160 | map   6835 | icp ok  iter  5 corr  3763 rms 0.0449   26.33 ms | p=(  250.21   -81.93   8.55) v=4.29 m/s [KF]
[lio] t=1317401083.068 | feat 4650/8160 | map   6932 | icp ok  iter  4 corr  3684 rms 0.0236   18.62 ms | p=(  250.48   -81.55   8.54) v=4.50 m/s
[lio] t=1317401083.172 | feat 4504/8160 | map   6932 | icp ok  iter  6 corr  3584 rms 0.0280   30.96 ms | p=(  250.61   -81.18   8.55) v=4.13 m/s
[lio] t=1317401083.276 | feat 4578/8160 | map   6932 | icp ok  iter 12 corr  3662 rms 0.0287   59.03 ms | p=(  250.89   -80.74   8.54) v=4.76 m/s [KF]
[lio] t=1317401083.379 | feat 4527/8160 | map   6987 | icp ok  iter  5 corr  3595 rms 0.0286   24.87 ms | p=(  251.05   -80.30   8.53) v=4.68 m/s
[lio] t=1317401083.483 | feat 4395/8160 | map   6987 | icp ok  iter  5 corr  3503 rms 0.0286   25.17 ms | p=(  251.20   -79.85   8.52) v=4.76 m/s
[lio] t=1317401083.587 | feat 4240/8160 | map   6987 | icp ok  iter  6 corr  3369 rms 0.0314   27.13 ms | p=(  251.36   -79.35   8.52) v=5.06 m/s [KF]
[lio] t=1317401083.691 | feat 4306/8160 | map   7020 | icp ok  iter  4 corr  3430 rms 0.0268   22.03 ms | p=(  251.45   -78.82   8.52) v=5.24 m/s
[lio] t=1317401083.795 | feat 4339/8160 | map   7020 | icp ok  iter  4 corr  3362 rms 0.0307   18.95 ms | p=(  251.51   -78.23   8.50) v=5.65 m/s [KF]
[lio] t=1317401083.899 | feat 4206/8160 | map   7029 | icp ok  iter  4 corr  3269 rms 0.0275   19.75 ms | p=(  251.61   -77.71   8.49) v=5.44 m/s
[lio] t=1317401084.003 | feat 4247/8160 | map   7029 | icp ok  iter  5 corr  3244 rms 0.0243   23.01 ms | p=(  251.67   -77.08   8.50) v=5.97 m/s [KF]
[lio] t=1317401084.107 | feat 4207/8160 | map   7034 | icp ok  iter  5 corr  3274 rms 0.0205   19.92 ms | p=(  251.66   -76.50   8.50) v=5.84 m/s
[lio] t=1317401084.211 | feat 4559/8160 | map   7034 | icp ok  iter  7 corr  3485 rms 0.0409   36.95 ms | p=(  251.50   -75.87   8.50) v=6.21 m/s [KF]
[lio] t=1317401084.315 | feat 4441/8160 | map   7050 | icp ok  iter  5 corr  3380 rms 0.0274   25.76 ms | p=(  251.56   -75.21   8.49) v=6.35 m/s
[lio] t=1317401084.419 | feat 4365/8160 | map   7050 | icp ok  iter  5 corr  3359 rms 0.0292   23.85 ms | p=(  251.46   -74.53   8.47) v=6.69 m/s [KF]
[lio] t=1317401084.524 | feat 4234/8160 | map   7038 | icp ok  iter  5 corr  3342 rms 0.0272   25.61 ms | p=(  251.38   -73.89   8.46) v=6.49 m/s
[lio] t=1317401084.628 | feat 4426/8160 | map   7038 | icp ok  iter  5 corr  3488 rms 0.0249   23.69 ms | p=(  251.20   -73.17   8.44) v=7.04 m/s [KF]
[lio] t=1317401084.733 | feat 4416/8160 | map   7026 | icp ok  iter  4 corr  3540 rms 0.0255   19.05 ms | p=(  251.15   -72.40   8.45) v=7.35 m/s
[lio] t=1317401084.837 | feat 4231/8160 | map   7026 | icp ok  iter  5 corr  3313 rms 0.0272   25.80 ms | p=(  250.94   -71.69   8.44) v=7.30 m/s [KF]
[lio] t=1317401084.942 | feat 4140/8160 | map   7023 | icp ok  iter  6 corr  3295 rms 0.0307   29.50 ms | p=(  250.72   -70.88   8.41) v=7.91 m/s
[lio] t=1317401085.046 | feat 4061/8160 | map   7023 | icp ok  iter  5 corr  3212 rms 0.0435   23.67 ms | p=(  250.76   -70.11   8.42) v=7.63 m/s [KF]
[lio] t=1317401085.150 | feat 4059/8160 | map   7034 | icp ok  iter  5 corr  3212 rms 0.0295   23.55 ms | p=(  250.68   -69.27   8.41) v=8.05 m/s
[lio] t=1317401085.255 | feat 4196/8156 | map   7034 | icp ok  iter  6 corr  3321 rms 0.0316   29.82 ms | p=(  250.42   -68.45   8.40) v=8.30 m/s [KF]
[lio] t=1317401085.359 | feat 4259/8160 | map   7073 | icp ok  iter 12 corr  3231 rms 0.0355   62.16 ms | p=(  250.32   -67.56   8.40) v=8.57 m/s
[lio] t=1317401085.463 | feat 4160/8160 | map   7073 | icp ok  iter  7 corr  3269 rms 0.0359   34.98 ms | p=(  250.21   -66.69   8.40) v=8.60 m/s [KF]
[lio] t=1317401085.568 | feat 4348/8160 | map   7084 | icp ok  iter  5 corr  3504 rms 0.0384   26.14 ms | p=(  250.07   -65.87   8.39) v=8.35 m/s
[lio] t=1317401085.672 | feat 4527/8160 | map   7084 | icp ok  iter 12 corr  3558 rms 0.0298   69.99 ms | p=(  249.88   -64.99   8.39) v=8.67 m/s [KF]
[lio] t=1317401085.776 | feat 4328/8160 | map   7147 | icp ok  iter 12 corr  3414 rms 0.0370   64.90 ms | p=(  249.62   -64.02   8.39) v=9.40 m/s [KF]
[lio] t=1317401085.880 | feat 4359/8160 | map   7207 | icp ok  iter  5 corr  3436 rms 0.0326   23.72 ms | p=(  249.50   -63.08   8.40) v=9.38 m/s
[lio] t=1317401085.984 | feat 4484/8160 | map   7207 | icp ok  iter  5 corr  3511 rms 0.0393   24.09 ms | p=(  249.34   -62.12   8.41) v=9.51 m/s [KF]
[lio] t=1317401086.088 | feat 4498/8160 | map   7277 | icp ok  iter  4 corr  3570 rms 0.0330   21.04 ms | p=(  249.09   -61.10   8.41) v=9.96 m/s [KF]
[lio] t=1317401086.192 | feat 4626/8160 | map   7371 | icp ok  iter  4 corr  3538 rms 0.0240   20.55 ms | p=(  248.93   -60.10   8.41) v=9.89 m/s [KF]
[lio] t=1317401086.296 | feat 4740/8160 | map   7442 | icp ok  iter  4 corr  3741 rms 0.0251   18.94 ms | p=(  248.76   -59.10   8.41) v=9.88 m/s [KF]
[lio] t=1317401086.400 | feat 4534/8160 | map   7463 | icp ok  iter  4 corr  3591 rms 0.0258   19.81 ms | p=(  248.57   -58.08   8.39) v=9.98 m/s [KF]
[lio] t=1317401086.504 | feat 4504/8160 | map   7471 | icp ok  iter  4 corr  3630 rms 0.0295   23.31 ms | p=(  248.36   -57.08   8.38) v=9.91 m/s [KF]
[lio] t=1317401086.608 | feat 4432/8160 | map   7419 | icp ok  iter  5 corr  3588 rms 0.0316   27.18 ms | p=(  248.20   -56.06   8.37) v=9.93 m/s [KF]
[lio] t=1317401086.712 | feat 4168/8160 | map   7369 | icp ok  iter  4 corr  3384 rms 0.0227   16.80 ms | p=(  247.95   -55.04   8.36) v=10.11 m/s [KF]
[lio] t=1317401086.816 | feat 4287/8160 | map   7288 | icp ok  iter  3 corr  3441 rms 0.0259   13.70 ms | p=(  247.74   -54.01   8.35) v=10.12 m/s [KF]
[lio] t=1317401086.920 | feat 4180/8160 | map   7133 | icp ok  iter  4 corr  3351 rms 0.0263   17.42 ms | p=(  247.53   -53.00   8.34) v=10.10 m/s [KF]
[lio] t=1317401087.024 | feat 4034/8160 | map   6999 | icp ok  iter  4 corr  3117 rms 0.0287   17.93 ms | p=(  247.30   -51.94   8.35) v=10.34 m/s [KF]
[lio] t=1317401087.127 | feat 3965/8139 | map   6922 | icp ok  iter  5 corr  3085 rms 0.0250   19.70 ms | p=(  247.07   -50.91   8.35) v=10.29 m/s [KF]
[lio] t=1317401087.231 | feat 4091/8157 | map   6821 | icp ok  iter 12 corr  3121 rms 0.0379   55.11 ms | p=(  246.85   -49.94   8.34) v=9.86 m/s
[lio] t=1317401087.335 | feat 3943/8160 | map   6821 | icp ok  iter 12 corr  2941 rms 0.0352   56.70 ms | p=(  246.57   -48.81   8.33) v=10.72 m/s [KF]
[lio] t=1317401087.439 | feat 4105/8160 | map   6816 | icp ok  iter 12 corr  3178 rms 0.0264   49.96 ms | p=(  246.32   -47.81   8.32) v=10.23 m/s [KF]
[lio] t=1317401087.543 | feat 4128/8159 | map   6830 | icp ok  iter  5 corr  3282 rms 0.0285   24.17 ms | p=(  246.13   -46.74   8.31) v=10.39 m/s [KF]
[lio] t=1317401087.647 | feat 3976/8145 | map   6822 | icp ok  iter  5 corr  3186 rms 0.0269   19.20 ms | p=(  245.85   -45.70   8.29) v=10.41 m/s [KF]
[lio] t=1317401087.751 | feat 4053/8113 | map   6813 | icp ok  iter  6 corr  3365 rms 0.0322   22.80 ms | p=(  245.57   -44.65   8.28) v=10.48 m/s [KF]
[lio] t=1317401087.855 | feat 4119/8121 | map   6782 | icp ok  iter  4 corr  3509 rms 0.0280   17.61 ms | p=(  245.33   -43.61   8.26) v=10.37 m/s [KF]
[lio] t=1317401087.959 | feat 4180/8121 | map   6734 | icp ok  iter  5 corr  3649 rms 0.0300   23.74 ms | p=(  245.05   -42.53   8.25) v=10.61 m/s [KF]
[lio] t=1317401088.063 | feat 4425/8160 | map   6664 | icp ok  iter  3 corr  3872 rms 0.0309   15.88 ms | p=(  244.78   -41.47   8.24) v=10.60 m/s [KF]
[lio] t=1317401088.167 | feat 4468/8160 | map   6598 | icp ok  iter  3 corr  4058 rms 0.0322   15.54 ms | p=(  244.51   -40.39   8.22) v=10.72 m/s [KF]
[lio] t=1317401088.271 | feat 4255/8160 | map   6536 | icp ok  iter  4 corr  3846 rms 0.0369   18.81 ms | p=(  244.25   -39.33   8.21) v=10.61 m/s [KF]
[lio] t=1317401088.375 | feat 4240/8160 | map   6474 | icp ok  iter 12 corr  3742 rms 0.0332   54.25 ms | p=(  243.98   -38.22   8.20) v=10.85 m/s [KF]
[lio] t=1317401088.479 | feat 4138/8160 | map   6406 | icp ok  iter 12 corr  3687 rms 0.0502   58.35 ms | p=(  243.72   -37.13   8.19) v=10.83 m/s [KF]
[lio] t=1317401088.583 | feat 4040/8160 | map   6347 | icp ok  iter  4 corr  3664 rms 0.0300   17.10 ms | p=(  243.46   -36.06   8.18) v=10.72 m/s [KF]
[lio] t=1317401088.687 | feat 3970/8160 | map   6296 | icp ok  iter  6 corr  3542 rms 0.0297   29.47 ms | p=(  243.19   -34.95   8.16) v=10.95 m/s [KF]
[lio] t=1317401088.791 | feat 3796/8160 | map   6276 | icp ok  iter  4 corr  3404 rms 0.0304   15.12 ms | p=(  242.95   -33.82   8.15) v=11.05 m/s [KF]
[lio] t=1317401088.895 | feat 3748/8160 | map   6250 | icp ok  iter  5 corr  3340 rms 0.0325   19.40 ms | p=(  242.69   -32.71   8.13) v=11.01 m/s [KF]
[lio] t=1317401088.999 | feat 3765/8160 | map   6222 | icp ok  iter  5 corr  3342 rms 0.0319   20.91 ms | p=(  242.44   -31.63   8.11) v=10.85 m/s [KF]
[lio] t=1317401089.103 | feat 3579/8160 | map   6174 | icp ok  iter 12 corr  3153 rms 0.0297   45.91 ms | p=(  242.20   -30.51   8.10) v=10.97 m/s [KF]
[lio] t=1317401089.207 | feat 3675/8157 | map   6106 | icp ok  iter  4 corr  3210 rms 0.0352   15.25 ms | p=(  241.98   -29.34   8.08) v=11.29 m/s [KF]
[lio] t=1317401089.311 | feat 3683/8160 | map   6062 | icp ok  iter  5 corr  3202 rms 0.0324   21.26 ms | p=(  241.74   -28.25   8.07) v=10.96 m/s [KF]
[lio] t=1317401089.415 | feat 3644/8160 | map   5987 | icp ok  iter  4 corr  3169 rms 0.0416   15.40 ms | p=(  241.54   -27.10   8.06) v=11.18 m/s [KF]
[lio] t=1317401089.519 | feat 3753/8160 | map   5913 | icp ok  iter  5 corr  3308 rms 0.0338   20.85 ms | p=(  241.31   -26.02   8.04) v=10.88 m/s [KF]
[lio] t=1317401089.623 | feat 3892/8160 | map   5799 | icp ok  iter  4 corr  3411 rms 0.0319   17.03 ms | p=(  241.11   -24.84   8.02) v=11.28 m/s [KF]
[lio] t=1317401089.726 | feat 4122/8160 | map   5716 | icp ok  iter  5 corr  3671 rms 0.0454   25.09 ms | p=(  240.89   -23.72   8.01) v=11.11 m/s [KF]
[lio] t=1317401089.830 | feat 3922/8160 | map   5595 | icp ok  iter  6 corr  3329 rms 0.0457   27.60 ms | p=(  240.69   -22.48   7.99) v=11.74 m/s [KF]
[lio] t=1317401089.934 | feat 3730/8141 | map   5508 | icp ok  iter  5 corr  3171 rms 0.0331   21.19 ms | p=(  240.51   -21.46   7.98) v=10.71 m/s [KF]
[lio] t=1317401090.038 | feat 3836/8158 | map   5444 | icp ok  iter  5 corr  3259 rms 0.0324   18.81 ms | p=(  240.32   -20.35   7.96) v=10.83 m/s [KF]
[lio] t=1317401090.142 | feat 4073/8144 | map   5352 | icp ok  iter  5 corr  3348 rms 0.0293   19.56 ms | p=(  240.13   -19.19   7.96) v=11.17 m/s [KF]
[lio] t=1317401090.246 | feat 3967/8151 | map   5256 | icp ok  iter  4 corr  3433 rms 0.0294   16.06 ms | p=(  239.95   -18.00   7.95) v=11.42 m/s [KF]
[lio] t=1317401090.349 | feat 3924/8160 | map   5162 | icp ok  iter  4 corr  3324 rms 0.0329   16.41 ms | p=(  239.77   -16.87   7.93) v=11.21 m/s [KF]
[lio] t=1317401090.453 | feat 3858/8160 | map   5156 | icp ok  iter  5 corr  3317 rms 0.0315   21.65 ms | p=(  239.58   -15.70   7.93) v=11.36 m/s [KF]
[lio] t=1317401090.557 | feat 3761/8160 | map   5126 | icp ok  iter  6 corr  3158 rms 0.0366   24.92 ms | p=(  239.40   -14.52   7.92) v=11.48 m/s [KF]
[lio] t=1317401090.661 | feat 3903/8160 | map   5134 | icp ok  iter  5 corr  3386 rms 0.0314   21.61 ms | p=(  239.23   -13.41   7.91) v=11.10 m/s [KF]
[lio] t=1317401090.764 | feat 3996/8160 | map   5151 | icp ok  iter  4 corr  3497 rms 0.0392   17.34 ms | p=(  239.06   -12.30   7.90) v=10.98 m/s [KF]
[lio] t=1317401090.868 | feat 4092/8160 | map   5155 | icp ok  iter  2 corr  3613 rms 0.0347   10.62 ms | p=(  238.87   -11.04   7.89) v=11.76 m/s [KF]
[lio] t=1317401090.972 | feat 4015/8160 | map   5170 | icp ok  iter  5 corr  3571 rms 0.0364   21.98 ms | p=(  238.70    -9.90   7.89) v=11.40 m/s [KF]
[lio] t=1317401091.076 | feat 4159/8160 | map   5167 | icp ok  iter  4 corr  3476 rms 0.0353   17.31 ms | p=(  238.52    -8.72   7.88) v=11.44 m/s [KF]
