[INFO] [1789097181.828523683] [lidar_inertial_odometer]: lidar_inertial_odometer ready (fused point-to-point + point-to-plane ICP)
[INFO] [1789097181.828594735] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789097181.828602478] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789097181.828608457] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789097181.828615629] [lidar_inertial_odometer]:   normal : neighborhood_pca
[INFO] [1789097181.828621018] [lidar_inertial_odometer]:   icp    : alpha (point) 0.01, beta (plane) 1, huber 0.2 m
[INFO] [1789097187.349946800] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789097195.776676145] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317401139.359 | feat 1182/6103 | map   7183 | icp ok  iter  6 corr   909 rms 0.0850    9.49 ms | p=(  296.71   225.58  -6.93) v=9.26 m/s
[lio] t=1317401139.463 | feat 1054/6018 | map   7183 | icp ok  iter 11 corr   822 rms 0.0670   16.34 ms | p=(  296.93   224.61  -6.86) v=9.46 m/s [KF]
[lio] t=1317401139.567 | feat 1086/5942 | map   7178 | icp ok  iter  8 corr   856 rms 0.0737   13.29 ms | p=(  297.11   223.87  -6.80) v=8.16 m/s
[lio] t=1317401139.671 | feat 1079/6000 | map   7178 | icp ok  iter 12 corr   821 rms 0.0712   20.05 ms | p=(  297.33   222.75  -6.72) v=9.86 m/s [KF]
[lio] t=1317401139.774 | feat 1134/5953 | map   7156 | icp ok  iter  6 corr   892 rms 0.0541    9.66 ms | p=(  297.51   221.85  -6.65) v=9.20 m/s
[lio] t=1317401139.878 | feat 1074/5825 | map   7156 | icp ok  iter 12 corr   833 rms 0.0975   18.62 ms | p=(  297.68   220.99  -6.59) v=8.75 m/s [KF]
[lio] t=1317401139.982 | feat  962/5766 | map   7152 | icp ok  iter  6 corr   723 rms 0.0527    7.94 ms | p=(  297.87   220.01  -6.52) v=9.22 m/s
[lio] t=1317401140.086 | feat  972/5645 | map   7152 | icp ok  iter  5 corr   701 rms 0.0786    6.54 ms | p=(  298.05   219.11  -6.44) v=8.94 m/s [KF]
[lio] t=1317401140.190 | feat  992/5659 | map   7139 | icp ok  iter  6 corr   792 rms 0.0511    8.32 ms | p=(  298.24   218.10  -6.36) v=9.49 m/s [KF]
[lio] t=1317401140.294 | feat 1009/5597 | map   7051 | icp ok  iter  7 corr   791 rms 0.0671   10.03 ms | p=(  298.40   217.27  -6.31) v=8.57 m/s
[lio] t=1317401140.398 | feat 1009/5552 | map   7051 | icp ok  iter  6 corr   738 rms 0.0742    8.25 ms | p=(  298.59   216.29  -6.24) v=9.18 m/s [KF]
[lio] t=1317401140.502 | feat  988/5538 | map   7000 | icp ok  iter  4 corr   771 rms 0.0651    5.42 ms | p=(  298.76   215.36  -6.17) v=9.07 m/s
[lio] t=1317401140.605 | feat 1054/5562 | map   7000 | icp ok  iter  6 corr   790 rms 0.0713    8.05 ms | p=(  298.92   214.46  -6.11) v=8.82 m/s [KF]
[lio] t=1317401140.709 | feat 1082/5473 | map   6890 | icp ok  iter  4 corr   816 rms 0.0811    5.76 ms | p=(  299.08   213.56  -6.04) v=8.71 m/s
[lio] t=1317401140.813 | feat 1074/5353 | map   6890 | icp ok  iter  4 corr   777 rms 0.0820    6.35 ms | p=(  299.26   212.65  -5.97) v=8.78 m/s [KF]
[lio] t=1317401140.917 | feat 1130/5351 | map   6910 | icp ok  iter  7 corr   788 rms 0.0515    9.37 ms | p=(  299.40   211.80  -5.91) v=8.39 m/s
[lio] t=1317401141.021 | feat 1232/5391 | map   6910 | icp ok  iter  8 corr   855 rms 0.1036   11.79 ms | p=(  299.56   210.82  -5.84) v=9.00 m/s [KF]
[lio] t=1317401141.125 | feat 1188/5480 | map   6894 | icp ok  iter  7 corr   868 rms 0.0604   11.14 ms | p=(  299.71   209.98  -5.78) v=8.51 m/s
[lio] t=1317401141.229 | feat 1175/5530 | map   6894 | icp ok  iter  5 corr   814 rms 0.0747    7.74 ms | p=(  299.87   209.03  -5.71) v=8.91 m/s [KF]
[lio] t=1317401141.333 | feat 1186/5450 | map   6803 | icp ok  iter  7 corr   865 rms 0.0498    9.74 ms | p=(  300.00   208.15  -5.64) v=8.62 m/s
[lio] t=1317401141.437 | feat 1188/5385 | map   6803 | icp ok  iter  5 corr   845 rms 0.0645    7.98 ms | p=(  300.14   207.33  -5.59) v=8.22 m/s [KF]
[lio] t=1317401141.540 | feat 1276/5383 | map   6691 | icp ok  iter  6 corr   916 rms 0.0666   10.22 ms | p=(  300.28   206.38  -5.52) v=8.75 m/s
[lio] t=1317401141.644 | feat 1199/5362 | map   6691 | icp ok  iter  6 corr   836 rms 0.0609    9.12 ms | p=(  300.40   205.58  -5.47) v=8.15 m/s [KF]
[lio] t=1317401141.748 | feat 1121/5302 | map   6630 | icp ok  iter  7 corr   788 rms 0.0624    9.66 ms | p=(  300.53   204.68  -5.40) v=8.45 m/s
[lio] t=1317401141.852 | feat 1227/5231 | map   6630 | icp ok  iter  5 corr   844 rms 0.0621    8.25 ms | p=(  300.69   203.76  -5.32) v=8.70 m/s [KF]
[lio] t=1317401141.956 | feat 1201/5357 | map   6563 | icp ok  iter  5 corr   855 rms 0.0519    7.05 ms | p=(  300.81   202.93  -5.27) v=8.30 m/s
[lio] t=1317401142.059 | feat 1171/5391 | map   6563 | icp ok  iter  4 corr   843 rms 0.0705    6.00 ms | p=(  300.94   202.09  -5.22) v=8.16 m/s [KF]
[lio] t=1317401142.163 | feat 1178/5431 | map   6583 | icp ok  iter  5 corr   851 rms 0.0852    7.80 ms | p=(  301.09   201.19  -5.15) v=8.48 m/s
[lio] t=1317401142.267 | feat 1165/5525 | map   6583 | icp ok  iter  7 corr   784 rms 0.0806    9.95 ms | p=(  301.23   200.35  -5.09) v=8.32 m/s [KF]
[lio] t=1317401142.371 | feat 1147/5480 | map   6534 | icp ok  iter  5 corr   803 rms 0.0596    7.75 ms | p=(  301.39   199.46  -5.03) v=8.53 m/s
[lio] t=1317401142.475 | feat 1080/5456 | map   6534 | icp ok  iter  4 corr   748 rms 0.0557    5.51 ms | p=(  301.55   198.60  -4.98) v=8.45 m/s [KF]
[lio] t=1317401142.578 | feat 1171/5469 | map   6492 | icp ok  iter  5 corr   844 rms 0.0752    7.95 ms | p=(  301.73   197.69  -4.92) v=8.72 m/s
[lio] t=1317401142.682 | feat 1136/5542 | map   6492 | icp ok  iter  7 corr   830 rms 0.1468   11.16 ms | p=(  301.89   196.92  -4.86) v=7.96 m/s [KF]
[lio] t=1317401142.786 | feat 1108/5622 | map   6482 | icp ok  iter  5 corr   778 rms 0.0593    7.09 ms | p=(  302.07   196.06  -4.80) v=8.24 m/s
[lio] t=1317401142.890 | feat 1187/5666 | map   6482 | icp ok  iter  9 corr   827 rms 0.0760   14.08 ms | p=(  302.26   195.17  -4.75) v=8.58 m/s [KF]
[lio] t=1317401142.994 | feat 1086/5747 | map   6468 | icp ok  iter  5 corr   744 rms 0.0616    7.11 ms | p=(  302.44   194.32  -4.71) v=8.43 m/s
[lio] t=1317401143.097 | feat 1242/5778 | map   6468 | icp ok  iter  5 corr   889 rms 0.0664    8.34 ms | p=(  302.66   193.47  -4.65) v=8.41 m/s [KF]
[lio] t=1317401143.201 | feat 1227/5848 | map   6536 | icp ok  iter  6 corr   879 rms 0.0570    9.18 ms | p=(  302.86   192.61  -4.59) v=8.45 m/s
[lio] t=1317401143.305 | feat 1298/5990 | map   6536 | icp ok  iter  7 corr   922 rms 0.0809   12.05 ms | p=(  303.11   191.72  -4.54) v=8.74 m/s [KF]
[lio] t=1317401143.409 | feat 1319/6039 | map   6595 | icp ok  iter  5 corr   956 rms 0.0728    8.78 ms | p=(  303.33   190.88  -4.48) v=8.44 m/s
[lio] t=1317401143.513 | feat 1298/6178 | map   6595 | icp ok  iter  4 corr   899 rms 0.0714    6.64 ms | p=(  303.55   190.02  -4.43) v=8.52 m/s [KF]
[lio] t=1317401143.616 | feat 1266/6311 | map   6637 | icp ok  iter  6 corr   858 rms 0.0841    8.76 ms | p=(  303.79   189.13  -4.37) v=8.71 m/s
[lio] t=1317401143.720 | feat 1317/6433 | map   6637 | icp ok  iter  4 corr   894 rms 0.0684    6.46 ms | p=(  304.04   188.25  -4.32) v=8.76 m/s [KF]
[lio] t=1317401143.824 | feat 1358/6493 | map   6706 | icp ok  iter  4 corr   977 rms 0.0621    6.82 ms | p=(  304.28   187.39  -4.27) v=8.65 m/s
[lio] t=1317401143.928 | feat 1449/6812 | map   6706 | icp ok  iter  5 corr   996 rms 0.0643    8.84 ms | p=(  304.52   186.50  -4.20) v=8.76 m/s [KF]
[lio] t=1317401144.032 | feat 1507/7128 | map   6808 | icp ok  iter  4 corr  1117 rms 0.0751    8.25 ms | p=(  304.77   185.64  -4.15) v=8.68 m/s
[lio] t=1317401144.136 | feat 1462/7205 | map   6808 | icp ok  iter  3 corr  1007 rms 0.0802    6.05 ms | p=(  305.02   184.77  -4.10) v=8.66 m/s [KF]
[lio] t=1317401144.240 | feat 1535/7077 | map   6907 | icp ok  iter  4 corr  1072 rms 0.0729    6.95 ms | p=(  305.26   183.89  -4.05) v=8.69 m/s
[lio] t=1317401144.344 | feat 1581/6923 | map   6907 | icp ok  iter  3 corr  1037 rms 0.0999    5.93 ms | p=(  305.51   183.02  -3.99) v=8.63 m/s [KF]
[lio] t=1317401144.448 | feat 1627/6910 | map   7079 | icp ok  iter  3 corr  1130 rms 0.0781    6.91 ms | p=(  305.76   182.16  -3.94) v=8.61 m/s
[lio] t=1317401144.552 | feat 1602/6856 | map   7079 | icp ok  iter  4 corr  1053 rms 0.1214    7.84 ms | p=(  305.99   181.26  -3.88) v=8.71 m/s [KF]
[lio] t=1317401144.656 | feat 1564/7040 | map   7189 | icp ok  iter  4 corr  1019 rms 0.0569    7.33 ms | p=(  306.21   180.40  -3.83) v=8.59 m/s
[lio] t=1317401144.760 | feat 1581/7193 | map   7189 | icp ok  iter  4 corr  1069 rms 0.0654    8.01 ms | p=(  306.44   179.52  -3.78) v=8.61 m/s [KF]
[lio] t=1317401144.864 | feat 1611/7060 | map   7269 | icp ok  iter  5 corr  1139 rms 0.0490    9.71 ms | p=(  306.65   178.63  -3.72) v=8.69 m/s
[lio] t=1317401144.968 | feat 1570/6894 | map   7269 | icp ok  iter  5 corr  1067 rms 0.0790   10.02 ms | p=(  306.86   177.80  -3.66) v=8.38 m/s [KF]
[lio] t=1317401145.072 | feat 1600/6891 | map   7313 | icp ok  iter  6 corr  1085 rms 0.0535   12.18 ms | p=(  307.05   176.89  -3.60) v=8.66 m/s
[lio] t=1317401145.175 | feat 1639/6704 | map   7313 | icp ok  iter  6 corr  1097 rms 0.0756   13.05 ms | p=(  307.24   176.06  -3.54) v=8.32 m/s [KF]
[lio] t=1317401145.279 | feat 1591/6519 | map   7374 | icp ok  iter  4 corr  1073 rms 0.0733    8.36 ms | p=(  307.42   175.15  -3.49) v=8.62 m/s
[lio] t=1317401145.383 | feat 1496/6456 | map   7374 | icp ok  iter  4 corr   939 rms 0.0524    6.51 ms | p=(  307.56   174.29  -3.43) v=8.43 m/s [KF]
[lio] t=1317401145.487 | feat 1570/6431 | map   7393 | icp ok  iter  4 corr   995 rms 0.0659    8.03 ms | p=(  307.71   173.44  -3.37) v=8.29 m/s
[lio] t=1317401145.591 | feat 1569/6392 | map   7393 | icp ok  iter  5 corr   993 rms 0.0579    8.92 ms | p=(  307.86   172.56  -3.31) v=8.45 m/s [KF]
[lio] t=1317401145.695 | feat 1512/6382 | map   7462 | icp ok  iter  5 corr  1016 rms 0.0526    8.87 ms | p=(  307.99   171.74  -3.25) v=8.11 m/s
[lio] t=1317401145.799 | feat 1628/6510 | map   7462 | icp ok  iter  7 corr  1063 rms 0.0586   13.53 ms | p=(  308.13   170.83  -3.19) v=8.47 m/s [KF]
[lio] t=1317401145.903 | feat 1566/6454 | map   7492 | icp ok  iter  6 corr  1024 rms 0.0484   11.00 ms | p=(  308.23   170.00  -3.13) v=8.12 m/s
[lio] t=1317401146.007 | feat 1583/6501 | map   7492 | icp ok  iter  7 corr  1021 rms 0.0545   11.83 ms | p=(  308.35   169.14  -3.07) v=8.19 m/s [KF]
[lio] t=1317401146.111 | feat 1571/6513 | map   7539 | icp ok  iter  5 corr  1047 rms 0.0567    9.13 ms | p=(  308.46   168.29  -3.01) v=8.16 m/s
[lio] t=1317401146.214 | feat 1537/6562 | map   7539 | icp ok  iter  4 corr  1027 rms 0.0607    7.76 ms | p=(  308.55   167.45  -2.95) v=8.02 m/s [KF]
[lio] t=1317401146.318 | feat 1577/6537 | map   7585 | icp ok  iter  4 corr  1060 rms 0.0540    7.39 ms | p=(  308.66   166.64  -2.90) v=7.84 m/s
[lio] t=1317401146.422 | feat 1534/6587 | map   7585 | icp ok  iter  4 corr  1011 rms 0.0679    7.25 ms | p=(  308.75   165.82  -2.84) v=7.75 m/s [KF]
[lio] t=1317401146.526 | feat 1654/6654 | map   7658 | icp ok  iter  4 corr  1165 rms 0.0530    8.93 ms | p=(  308.85   165.05  -2.79) v=7.38 m/s
[lio] t=1317401146.630 | feat 1739/6733 | map   7658 | icp ok  iter  4 corr  1158 rms 0.0558    8.67 ms | p=(  308.93   164.33  -2.75) v=7.00 m/s [KF]
[lio] t=1317401146.733 | feat 1749/6868 | map   7807 | icp ok  iter  4 corr  1244 rms 0.0596    8.77 ms | p=(  309.02   163.60  -2.70) v=6.84 m/s
[lio] t=1317401146.837 | feat 1797/7092 | map   7807 | icp ok  iter  4 corr  1254 rms 0.0503    9.07 ms | p=(  309.10   162.87  -2.65) v=6.79 m/s [KF]
[lio] t=1317401146.941 | feat 1895/7167 | map   7967 | icp ok  iter  5 corr  1362 rms 0.0644   11.39 ms | p=(  309.18   162.20  -2.60) v=6.45 m/s
[lio] t=1317401147.045 | feat 2016/7529 | map   7967 | icp ok  iter 12 corr  1377 rms 0.0667   30.15 ms | p=(  309.26   161.52  -2.55) v=6.35 m/s [KF]
[lio] t=1317401147.149 | feat 2088/7694 | map   8250 | icp ok  iter  4 corr  1516 rms 0.0593   10.95 ms | p=(  309.33   160.90  -2.52) v=5.92 m/s
[lio] t=1317401147.252 | feat 2263/7958 | map   8250 | icp ok  iter  4 corr  1605 rms 0.0584   11.76 ms | p=(  309.42   160.29  -2.47) v=5.74 m/s [KF]
[lio] t=1317401147.356 | feat 2474/8071 | map   8527 | icp ok  iter  3 corr  1859 rms 0.0522   10.54 ms | p=(  309.48   159.69  -2.43) v=5.58 m/s
[lio] t=1317401147.460 | feat 2634/8249 | map   8527 | icp ok  iter  4 corr  1941 rms 0.0923   15.09 ms | p=(  309.57   159.13  -2.40) v=5.31 m/s [KF]
[lio] t=1317401147.564 | feat 2700/8484 | map   8928 | icp ok  iter  4 corr  2004 rms 0.0493   15.49 ms | p=(  309.63   158.57  -2.36) v=5.21 m/s
[lio] t=1317401147.667 | feat 2993/8731 | map   8928 | icp ok  iter  3 corr  2109 rms 0.0554   11.70 ms | p=(  309.70   158.05  -2.32) v=4.96 m/s [KF]
[lio] t=1317401147.771 | feat 2893/8813 | map   9454 | icp ok  iter  4 corr  2212 rms 0.0496   15.20 ms | p=(  309.77   157.53  -2.29) v=4.80 m/s
[lio] t=1317401147.875 | feat 2970/8924 | map   9454 | icp ok  iter  4 corr  2235 rms 0.0543   15.60 ms | p=(  309.84   157.06  -2.26) v=4.51 m/s [KF]
[lio] t=1317401147.979 | feat 3091/8902 | map   9867 | icp ok  iter  4 corr  2412 rms 0.0470   17.25 ms | p=(  309.91   156.59  -2.24) v=4.36 m/s
[lio] t=1317401148.082 | feat 3059/9091 | map   9867 | icp ok  iter  5 corr  2366 rms 0.0530   21.68 ms | p=(  309.97   156.13  -2.20) v=4.27 m/s
[lio] t=1317401148.186 | feat 3233/9122 | map   9867 | icp ok  iter  4 corr  2465 rms 0.0551   19.59 ms | p=(  310.06   155.69  -2.16) v=4.20 m/s [KF]
[lio] t=1317401148.289 | feat 3122/9109 | map  10260 | icp ok  iter  4 corr  2421 rms 0.0489   18.06 ms | p=(  310.14   155.26  -2.13) v=4.17 m/s
[lio] t=1317401148.393 | feat 3341/9318 | map  10260 | icp ok  iter  4 corr  2674 rms 0.0559   20.77 ms | p=(  310.23   154.84  -2.10) v=4.04 m/s
[lio] t=1317401148.497 | feat 3315/9520 | map  10260 | icp ok  iter 12 corr  2529 rms 0.0693   56.60 ms | p=(  310.37   154.45  -2.08) v=3.96 m/s [KF]
[lio] t=1317401148.600 | feat 3394/9545 | map  10615 | icp ok  iter  4 corr  2657 rms 0.0533   20.39 ms | p=(  310.47   154.05  -2.06) v=3.89 m/s
[lio] t=1317401148.704 | feat 3322/9711 | map  10615 | icp ok  iter  4 corr  2529 rms 0.0594   18.25 ms | p=(  310.60   153.67  -2.04) v=3.82 m/s
[lio] t=1317401148.808 | feat 3426/9983 | map  10615 | icp ok  iter  3 corr  2572 rms 0.0615   14.64 ms | p=(  310.73   153.28  -2.02) v=3.81 m/s [KF]
[lio] t=1317401148.911 | feat 3511/10280 | map  10833 | icp ok  iter  5 corr  2680 rms 0.0670   23.70 ms | p=(  310.89   152.92  -1.99) v=3.73 m/s
[lio] t=1317401149.015 | feat 3481/10484 | map  10833 | icp ok  iter  4 corr  2561 rms 0.0639   20.08 ms | p=(  311.07   152.57  -1.96) v=3.70 m/s
[lio] t=1317401149.119 | feat 3426/10657 | map  10833 | icp ok  iter  4 corr  2496 rms 0.0667   18.41 ms | p=(  311.23   152.24  -1.92) v=3.54 m/s [KF]
[lio] t=1317401149.223 | feat 3493/10780 | map  11144 | icp ok  iter  4 corr  2629 rms 0.0631   19.97 ms | p=(  311.41   151.91  -1.90) v=3.54 m/s
[lio] t=1317401149.326 | feat 3425/10996 | map  11144 | icp ok  iter  3 corr  2568 rms 0.0631   16.25 ms | p=(  311.60   151.61  -1.89) v=3.39 m/s
[lio] t=1317401149.430 | feat 3508/11033 | map  11144 | icp ok  iter  4 corr  2585 rms 0.0602   20.47 ms | p=(  311.82   151.31  -1.87) v=3.45 m/s [KF]
[lio] t=1317401149.534 | feat 3490/11088 | map  11408 | icp ok  iter  4 corr  2729 rms 0.0535   20.13 ms | p=(  312.04   151.01  -1.85) v=3.48 m/s
[lio] t=1317401149.637 | feat 3574/11275 | map  11408 | icp ok  iter  4 corr  2703 rms 0.0580   20.38 ms | p=(  312.26   150.73  -1.83) v=3.42 m/s
[lio] t=1317401149.741 | feat 3651/11345 | map  11408 | icp ok  iter  4 corr  2780 rms 0.0613   20.79 ms | p=(  312.50   150.46  -1.81) v=3.45 m/s [KF]
[lio] t=1317401149.845 | feat 3692/11504 | map  11663 | icp ok  iter 12 corr  2909 rms 0.0485   61.38 ms | p=(  312.76   150.20  -1.79) v=3.51 m/s
[lio] t=1317401149.949 | feat 3690/11532 | map  11663 | icp ok  iter  4 corr  2870 rms 0.0508   19.65 ms | p=(  313.03   149.94  -1.79) v=3.61 m/s
[lio] t=1317401150.053 | feat 3638/11470 | map  11663 | icp ok  iter  6 corr  2793 rms 0.0661   28.93 ms | p=(  313.33   149.69  -1.77) v=3.73 m/s [KF]
[lio] t=1317401150.156 | feat 3641/11465 | map  11821 | icp ok  iter  3 corr  2820 rms 0.0721   16.68 ms | p=(  313.65   149.45  -1.75) v=3.86 m/s
[lio] t=1317401150.260 | feat 3662/11522 | map  11821 | icp ok  iter  4 corr  2846 rms 0.0736   22.57 ms | p=(  313.97   149.21  -1.72) v=3.93 m/s
[lio] t=1317401150.364 | feat 3586/11640 | map  11821 | icp ok  iter  4 corr  2777 rms 0.0637   21.03 ms | p=(  314.33   148.99  -1.70) v=4.09 m/s [KF]
[lio] t=1317401150.467 | feat 3744/11709 | map  11941 | icp ok  iter  5 corr  2963 rms 0.0771   28.72 ms | p=(  314.70   148.76  -1.70) v=4.24 m/s
[lio] t=1317401150.571 | feat 3657/11477 | map  11941 | icp ok  iter  4 corr  2845 rms 0.0642   22.11 ms | p=(  315.10   148.56  -1.71) v=4.41 m/s
[lio] t=1317401150.675 | feat 3746/11411 | map  11941 | icp ok  iter  5 corr  2863 rms 0.0643   27.47 ms | p=(  315.52   148.34  -1.68) v=4.62 m/s [KF]
[lio] t=1317401150.779 | feat 3713/11365 | map  12049 | icp ok  iter  4 corr  2875 rms 0.0592   22.98 ms | p=(  315.98   148.16  -1.66) v=4.80 m/s
[lio] t=1317401150.883 | feat 3697/11350 | map  12049 | icp ok  iter  5 corr  2872 rms 0.0665   29.26 ms | p=(  316.46   148.00  -1.63) v=4.99 m/s
[lio] t=1317401150.986 | feat 3677/11275 | map  12049 | icp ok  iter  5 corr  2846 rms 0.0619   27.73 ms | p=(  316.97   147.85  -1.62) v=5.21 m/s [KF]
[lio] t=1317401151.090 | feat 3551/11135 | map  12225 | icp ok  iter  5 corr  2756 rms 0.0594   28.70 ms | p=(  317.51   147.72  -1.62) v=5.44 m/s
[lio] t=1317401151.194 | feat 3497/10851 | map  12225 | icp ok  iter  5 corr  2666 rms 0.0744   28.12 ms | p=(  318.11   147.60  -1.62) v=5.81 m/s [KF]
[lio] t=1317401151.298 | feat 3386/10565 | map  12391 | icp ok  iter  5 corr  2600 rms 0.0601   25.17 ms | p=(  318.71   147.49  -1.61) v=5.99 m/s
[lio] t=1317401151.402 | feat 3190/10315 | map  12391 | icp ok  iter  4 corr  2400 rms 0.0592   20.43 ms | p=(  319.30   147.40  -1.60) v=5.98 m/s [KF]
[lio] t=1317401151.506 | feat 3254/10094 | map  12523 | icp ok  iter  4 corr  2468 rms 0.0638   20.79 ms | p=(  319.95   147.34  -1.60) v=6.29 m/s
[lio] t=1317401151.610 | feat 3196/9921 | map  12523 | icp ok  iter  4 corr  2471 rms 0.0577   20.28 ms | p=(  320.59   147.30  -1.59) v=6.37 m/s [KF]
[lio] t=1317401151.714 | feat 3164/9847 | map  12632 | icp ok  iter  4 corr  2430 rms 0.0517   19.15 ms | p=(  321.27   147.28  -1.59) v=6.58 m/s
[lio] t=1317401151.818 | feat 3173/9711 | map  12632 | icp ok  iter  4 corr  2538 rms 0.0602   21.43 ms | p=(  321.95   147.29  -1.60) v=6.69 m/s [KF]
[lio] t=1317401151.922 | feat 3076/9632 | map  12728 | icp ok  iter  5 corr  2428 rms 0.0736   24.35 ms | p=(  322.69   147.32  -1.60) v=7.10 m/s
[lio] t=1317401152.026 | feat 3008/9542 | map  12728 | icp ok  iter  4 corr  2339 rms 0.0586   18.54 ms | p=(  323.43   147.37  -1.61) v=7.25 m/s [KF]
[lio] t=1317401152.131 | feat 2939/9503 | map  12781 | icp ok  iter  6 corr  2347 rms 0.0527   25.21 ms | p=(  324.19   147.45  -1.60) v=7.47 m/s
[lio] t=1317401152.235 | feat 3003/9307 | map  12781 | icp ok  iter  4 corr  2428 rms 0.0670   19.41 ms | p=(  324.96   147.54  -1.61) v=7.59 m/s [KF]
[lio] t=1317401152.339 | feat 2972/9258 | map  12839 | icp ok  iter  4 corr  2362 rms 0.0620   17.43 ms | p=(  325.75   147.65  -1.61) v=7.77 m/s
[lio] t=1317401152.443 | feat 2792/9138 | map  12839 | icp ok  iter  4 corr  2185 rms 0.0623   17.18 ms | p=(  326.57   147.77  -1.62) v=8.01 m/s [KF]
[lio] t=1317401152.547 | feat 2693/9136 | map  12921 | icp ok  iter  4 corr  2156 rms 0.0564   16.27 ms | p=(  327.40   147.91  -1.63) v=8.17 m/s
[lio] t=1317401152.651 | feat 2707/9015 | map  12921 | icp ok  iter  6 corr  2131 rms 0.0634   22.79 ms | p=(  328.24   148.08  -1.65) v=8.35 m/s [KF]
[lio] t=1317401152.756 | feat 2860/9008 | map  12979 | icp ok  iter  4 corr  2250 rms 0.0652   18.11 ms | p=(  329.08   148.26  -1.67) v=8.48 m/s
[lio] t=1317401152.860 | feat 2761/8951 | map  12979 | icp ok  iter  5 corr  2095 rms 0.0712   20.65 ms | p=(  330.01   148.44  -1.68) v=8.97 m/s [KF]
[lio] t=1317401152.964 | feat 2758/8936 | map  13029 | icp ok  iter  6 corr  2123 rms 0.0775   25.48 ms | p=(  330.87   148.63  -1.69) v=8.74 m/s
[lio] t=1317401153.068 | feat 2766/8975 | map  13029 | icp ok  iter  4 corr  2126 rms 0.0662   17.94 ms | p=(  331.79   148.83  -1.69) v=8.97 m/s [KF]
[lio] t=1317401153.173 | feat 2654/8909 | map  13085 | icp ok  iter  4 corr  2093 rms 0.0661   15.69 ms | p=(  332.71   149.04  -1.72) v=9.07 m/s
[lio] t=1317401153.277 | feat 2743/8967 | map  13085 | icp ok  iter  4 corr  2107 rms 0.0644   18.06 ms | p=(  333.66   149.22  -1.74) v=9.30 m/s [KF]
[lio] t=1317401153.381 | feat 2694/8872 | map  13095 | icp ok  iter  4 corr  2015 rms 0.0608   15.88 ms | p=(  334.61   149.43  -1.75) v=9.35 m/s
[lio] t=1317401153.485 | feat 2649/8831 | map  13095 | icp ok  iter  4 corr  2008 rms 0.0732   16.28 ms | p=(  335.54   149.62  -1.76) v=9.24 m/s [KF]
[lio] t=1317401153.589 | feat 2543/8851 | map  13163 | icp ok  iter  4 corr  1926 rms 0.0622   14.02 ms | p=(  336.52   149.81  -1.76) v=9.50 m/s
[lio] t=1317401153.693 | feat 2601/8898 | map  13163 | icp ok  iter  5 corr  1946 rms 0.0784   18.32 ms | p=(  337.46   150.00  -1.78) v=9.39 m/s [KF]
[lio] t=1317401153.798 | feat 2456/8968 | map  13182 | icp ok  iter  6 corr  1817 rms 0.0615   20.91 ms | p=(  338.44   150.19  -1.79) v=9.57 m/s
[lio] t=1317401153.902 | feat 2491/8937 | map  13182 | icp ok  iter  4 corr  1793 rms 0.0755   15.04 ms | p=(  339.40   150.36  -1.81) v=9.45 m/s [KF]
[lio] t=1317401154.006 | feat 2467/8802 | map  13185 | icp ok  iter  4 corr  1796 rms 0.0526   13.90 ms | p=(  340.37   150.54  -1.80) v=9.45 m/s
[lio] t=1317401154.110 | feat 2393/8938 | map  13185 | icp ok  iter  5 corr  1730 rms 0.0673   15.70 ms | p=(  341.34   150.71  -1.81) v=9.47 m/s [KF]
[lio] t=1317401154.214 | feat 2466/9041 | map  13222 | icp ok  iter  5 corr  1829 rms 0.0600   16.45 ms | p=(  342.27   150.87  -1.82) v=9.19 m/s
[lio] t=1317401154.318 | feat 2626/9031 | map  13222 | icp ok  iter  5 corr  1924 rms 0.0614   19.47 ms | p=(  343.26   151.03  -1.84) v=9.47 m/s [KF]
[lio] t=1317401154.422 | feat 2530/8956 | map  13263 | icp ok  iter  5 corr  1881 rms 0.0478   16.20 ms | p=(  344.21   151.19  -1.87) v=9.33 m/s
[lio] t=1317401154.526 | feat 2569/8867 | map  13263 | icp ok  iter  4 corr  1823 rms 0.0467   14.18 ms | p=(  345.13   151.34  -1.88) v=9.14 m/s [KF]
[lio] t=1317401154.630 | feat 2564/8850 | map  13192 | icp ok  iter  6 corr  1921 rms 0.0524   20.51 ms | p=(  346.12   151.50  -1.88) v=9.41 m/s
[lio] t=1317401154.734 | feat 2547/8855 | map  13192 | icp ok  iter  5 corr  1899 rms 0.0568   16.87 ms | p=(  347.06   151.65  -1.88) v=9.26 m/s [KF]
[lio] t=1317401154.837 | feat 2484/8925 | map  13080 | icp ok  iter  3 corr  1858 rms 0.0429   10.13 ms | p=(  348.00   151.80  -1.91) v=9.19 m/s
[lio] t=1317401154.941 | feat 2524/9087 | map  13080 | icp ok  iter  4 corr  1847 rms 0.0498   12.86 ms | p=(  348.95   151.95  -1.90) v=9.21 m/s [KF]
