[INFO] [1789098119.323686397] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-point ICP)
[INFO] [1789098119.323825512] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789098119.323834789] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789098119.323840992] [lidar_inertial_odometer]:   ring   : selection=all band=[16,47] -> 32/64 ch (dropped 16 above + 16 below)
[INFO] [1789098119.323848039] [lidar_inertial_odometer]:   input  : voxelized points (no normal estimation)
[INFO] [1789098124.844418102] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789098129.904541426] [lidar_inertial_odometer]: odometer initialized (t=1317400963.391)
[lio] initialized at t=1317400963.390639 | |a|=9.844 m/s^2
[lio] t=1317401057.200 | feat 3094/48143 | map  13901 | icp ok  iter 50 corr  3094 rms 0.2247  198.10 ms | p=(  169.31  -134.61  -5.83) v=9.32 m/s
[lio] t=1317401057.304 | feat 3146/47106 | map  13901 | icp ok  iter 30 corr  3127 rms 0.3208  118.19 ms | p=(  169.13  -133.39  -5.76) v=10.80 m/s [KF]
[lio] t=1317401057.408 | feat 3199/46532 | map  13904 | icp ok  iter 12 corr  3179 rms 0.2882   45.54 ms | p=(  168.96  -132.23  -5.70) v=11.07 m/s [KF]
[lio] t=1317401057.511 | feat 3204/48883 | map  13885 | icp ok  iter 12 corr  3202 rms 0.2972   41.28 ms | p=(  168.79  -131.06  -5.64) v=11.24 m/s [KF]
[lio] t=1317401057.615 | feat 3213/51993 | map  13814 | icp ok  iter 15 corr  3213 rms 0.2548   41.24 ms | p=(  168.62  -129.90  -5.59) v=11.21 m/s [KF]
[lio] t=1317401057.719 | feat 3168/54424 | map  13804 | icp ok  iter 15 corr  3165 rms 0.2572   42.36 ms | p=(  168.45  -128.75  -5.53) v=11.20 m/s [KF]
[lio] t=1317401057.823 | feat 3166/56158 | map  13749 | icp ok  iter  9 corr  3162 rms 0.2590   27.80 ms | p=(  168.28  -127.59  -5.48) v=11.18 m/s [KF]
[lio] t=1317401057.926 | feat 3121/57608 | map  13664 | icp ok  iter 17 corr  3117 rms 0.2491   49.26 ms | p=(  168.12  -126.43  -5.42) v=11.24 m/s [KF]
[lio] t=1317401058.030 | feat 3139/58450 | map  13515 | icp ok  iter 22 corr  3139 rms 0.2662   60.08 ms | p=(  167.95  -125.26  -5.37) v=11.24 m/s [KF]
[lio] t=1317401058.134 | feat 3086/59005 | map  13451 | icp ok  iter 50 corr  3081 rms 0.2214  178.51 ms | p=(  167.80  -124.29  -5.33) v=10.13 m/s
[lio] t=1317401058.238 | feat 3056/59115 | map  13451 | icp ok  iter 10 corr  3056 rms 0.3209   28.82 ms | p=(  167.65  -123.27  -5.28) v=9.98 m/s [KF]
[lio] t=1317401058.341 | feat 3044/59011 | map  13349 | icp ok  iter 29 corr  3043 rms 0.2586  107.44 ms | p=(  167.53  -122.43  -5.23) v=8.79 m/s
[lio] t=1317401058.445 | feat 3052/58656 | map  13349 | icp ok  iter 19 corr  3050 rms 0.3079   65.05 ms | p=(  167.41  -121.63  -5.19) v=8.13 m/s [KF]
[lio] t=1317401058.549 | feat 3033/57965 | map  13347 | icp ok  iter 16 corr  3029 rms 0.2418   51.00 ms | p=(  167.30  -120.77  -5.15) v=8.24 m/s
[lio] t=1317401058.653 | feat 3044/56165 | map  13347 | icp ok  iter 14 corr  3032 rms 0.3298   49.95 ms | p=(  167.19  -120.01  -5.11) v=7.66 m/s [KF]
[lio] t=1317401058.756 | feat 3128/54555 | map  13172 | icp ok  iter 12 corr  3127 rms 0.2976   40.72 ms | p=(  167.08  -119.19  -5.07) v=7.81 m/s
[lio] t=1317401058.860 | feat 3150/53776 | map  13172 | icp ok  iter  5 corr  3147 rms 0.3688   14.47 ms | p=(  166.96  -118.39  -5.03) v=7.73 m/s [KF]
[lio] t=1317401058.964 | feat 3290/54133 | map  13235 | icp ok  iter  7 corr  3285 rms 0.2815   21.14 ms | p=(  166.85  -117.60  -5.00) v=7.65 m/s
[lio] t=1317401059.068 | feat 3357/55944 | map  13235 | icp ok  iter  5 corr  3351 rms 0.4064   14.65 ms | p=(  166.74  -116.82  -4.96) v=7.55 m/s [KF]
[lio] t=1317401059.172 | feat 3387/57422 | map  13368 | icp ok  iter 11 corr  3387 rms 0.2306   40.45 ms | p=(  166.62  -116.00  -4.92) v=7.77 m/s
[lio] t=1317401059.275 | feat 3492/57733 | map  13368 | icp ok  iter  7 corr  3492 rms 0.3118   28.39 ms | p=(  166.52  -115.23  -4.89) v=7.51 m/s [KF]
[lio] t=1317401059.379 | feat 3509/58044 | map  13272 | icp ok  iter 16 corr  3508 rms 0.2536   60.25 ms | p=(  166.40  -114.41  -4.85) v=7.77 m/s
[lio] t=1317401059.483 | feat 3587/58336 | map  13272 | icp ok  iter  9 corr  3584 rms 0.3106   33.19 ms | p=(  166.28  -113.63  -4.82) v=7.58 m/s [KF]
[lio] t=1317401059.587 | feat 3648/57929 | map  13452 | icp ok  iter 13 corr  3648 rms 0.2487   49.66 ms | p=(  166.16  -112.81  -4.78) v=7.78 m/s
[lio] t=1317401059.691 | feat 3649/57577 | map  13452 | icp ok  iter 18 corr  3647 rms 0.3723   58.44 ms | p=(  166.05  -112.04  -4.75) v=7.51 m/s [KF]
[lio] t=1317401059.795 | feat 3678/57405 | map  13683 | icp ok  iter  4 corr  3678 rms 0.2369   20.05 ms | p=(  165.94  -111.24  -4.71) v=7.57 m/s
[lio] t=1317401059.898 | feat 3758/57501 | map  13683 | icp ok  iter 16 corr  3755 rms 0.3542   58.89 ms | p=(  165.83  -110.44  -4.68) v=7.54 m/s [KF]
[lio] t=1317401060.002 | feat 3758/58137 | map  14068 | icp ok  iter 17 corr  3758 rms 0.2183   65.61 ms | p=(  165.72  -109.62  -4.64) v=7.67 m/s
[lio] t=1317401060.106 | feat 3896/58627 | map  14068 | icp ok  iter  6 corr  3893 rms 0.2807   23.21 ms | p=(  165.61  -108.86  -4.61) v=7.37 m/s [KF]
[lio] t=1317401060.210 | feat 3984/58785 | map  14384 | icp ok  iter  8 corr  3984 rms 0.2156   39.67 ms | p=(  165.49  -108.06  -4.57) v=7.43 m/s
[lio] t=1317401060.313 | feat 4045/58739 | map  14384 | icp ok  iter 14 corr  4045 rms 0.3339   56.71 ms | p=(  165.38  -107.27  -4.54) v=7.46 m/s [KF]
[lio] t=1317401060.417 | feat 4145/58795 | map  14594 | icp ok  iter 12 corr  4142 rms 0.2875   48.19 ms | p=(  165.27  -106.49  -4.50) v=7.43 m/s
[lio] t=1317401060.521 | feat 4219/58994 | map  14594 | icp ok  iter 11 corr  4183 rms 0.4535   46.17 ms | p=(  165.16  -105.71  -4.48) v=7.44 m/s [KF]
[lio] t=1317401060.625 | feat 4328/59690 | map  15045 | icp ok  iter 10 corr  4326 rms 0.2866   49.18 ms | p=(  165.05  -104.90  -4.45) v=7.59 m/s
[lio] t=1317401060.728 | feat 4449/60384 | map  15045 | icp ok  iter 11 corr  4435 rms 0.3786   51.72 ms | p=(  164.94  -104.13  -4.41) v=7.46 m/s [KF]
[lio] t=1317401060.832 | feat 4481/60842 | map  15518 | icp ok  iter 10 corr  4481 rms 0.2088   53.23 ms | p=(  164.81  -103.33  -4.39) v=7.54 m/s
[lio] t=1317401060.936 | feat 4517/61334 | map  15518 | icp ok  iter 11 corr  4517 rms 0.3190   53.59 ms | p=(  164.70  -102.55  -4.36) v=7.47 m/s [KF]
[lio] t=1317401061.040 | feat 4682/61743 | map  15765 | icp ok  iter 12 corr  4682 rms 0.2340   59.63 ms | p=(  164.58  -101.77  -4.33) v=7.43 m/s
[lio] t=1317401061.144 | feat 4742/61934 | map  15765 | icp ok  iter  8 corr  4739 rms 0.3728   36.58 ms | p=(  164.47  -101.00  -4.31) v=7.30 m/s [KF]
[lio] t=1317401061.247 | feat 4825/62239 | map  16097 | icp ok  iter 11 corr  4820 rms 0.2347   59.61 ms | p=(  164.34  -100.20  -4.28) v=7.47 m/s
[lio] t=1317401061.351 | feat 4832/62737 | map  16097 | icp ok  iter 14 corr  4811 rms 0.2620   58.93 ms | p=(  164.24   -99.45  -4.25) v=7.25 m/s [KF]
[lio] t=1317401061.455 | feat 4838/63168 | map  16296 | icp ok  iter 17 corr  4838 rms 0.1992   89.55 ms | p=(  164.11   -98.65  -4.22) v=7.40 m/s
[lio] t=1317401061.559 | feat 4939/63420 | map  16296 | icp ok  iter 16 corr  4935 rms 0.3126   78.63 ms | p=(  163.98   -97.86  -4.19) v=7.41 m/s [KF]
[lio] t=1317401061.663 | feat 4991/63649 | map  16549 | icp ok  iter 16 corr  4991 rms 0.2435   83.54 ms | p=(  163.86   -97.09  -4.17) v=7.37 m/s
[lio] t=1317401061.767 | feat 4881/63690 | map  16549 | icp ok  iter 34 corr  4869 rms 0.4075  216.47 ms | p=(  163.78   -96.68  -4.16) v=5.28 m/s [KF]
[lio] t=1317401061.871 | feat 4883/63729 | map  16843 | icp ok  iter 30 corr  4883 rms 0.2125  190.91 ms | p=(  163.72   -96.26  -4.15) v=4.46 m/s
[lio] t=1317401061.976 | feat 4907/63875 | map  16843 | icp ok  iter 50 corr  4907 rms 0.2842  291.63 ms | p=(  163.47   -95.85  -4.13) v=4.44 m/s
[lio] t=1317401062.080 | feat 4936/64029 | map  16843 | icp ok  iter 42 corr  4936 rms 0.4056  215.00 ms | p=(  163.35   -95.37  -4.11) v=4.53 m/s [KF]
[lio] t=1317401062.184 | feat 4944/63964 | map  17193 | icp ok  iter 21 corr  4944 rms 0.2501  131.75 ms | p=(  163.16   -94.96  -4.09) v=4.34 m/s
[lio] t=1317401062.288 | feat 4905/64157 | map  17193 | icp ok  iter 50 corr  4887 rms 0.3829  296.66 ms | p=(  163.05   -94.81  -4.08) v=2.65 m/s
[lio] t=1317401062.393 | feat 4988/64402 | map  17193 | icp ok  iter 21 corr  4988 rms 0.3475  111.56 ms | p=(  162.99   -94.58  -4.08) v=2.38 m/s
[lio] t=1317401062.497 | feat 5150/64959 | map  17193 | icp ok  iter 15 corr  5141 rms 0.3102   86.62 ms | p=(  162.94   -94.42  -4.07) v=1.79 m/s [KF]
[lio] t=1317401062.602 | feat 5409/64874 | map  17941 | icp ok  iter 43 corr  5392 rms 0.3229  274.86 ms | p=(  163.10   -94.06  -4.06) v=2.94 m/s
[lio] t=1317401062.706 | feat 5649/64799 | map  17941 | icp ok  iter 50 corr  5556 rms 0.4180  322.71 ms | p=(  163.43   -93.83  -4.06) v=3.51 m/s
[lio] t=1317401062.810 | feat 5668/64842 | map  17941 | icp ok  iter 50 corr  5536 rms 0.4657  303.38 ms | p=(  163.76   -93.64  -4.07) v=3.72 m/s [KF]
[lio] t=1317401062.915 | feat 5583/64889 | map  18734 | icp ok  iter 48 corr  5583 rms 0.2950  282.19 ms | p=(  164.00   -93.45  -4.10) v=3.39 m/s
[lio] t=1317401063.019 | feat 5626/64962 | map  18734 | icp ok  iter 42 corr  5607 rms 0.3345  258.77 ms | p=(  164.23   -93.26  -4.12) v=3.21 m/s
[lio] t=1317401063.123 | feat 5715/64979 | map  18734 | icp ok  iter 50 corr  5696 rms 0.3995  340.46 ms | p=(  164.57   -93.38  -4.14) v=3.30 m/s
[lio] t=1317401063.227 | feat 5666/64945 | map  18734 | icp ok  iter 50 corr  5646 rms 0.4061  326.80 ms | p=(  164.74   -93.55  -4.16) v=2.68 m/s [KF]
[lio] t=1317401063.332 | feat 5390/64315 | map  19640 | icp ok  iter 50 corr  5389 rms 0.2619  300.07 ms | p=(  164.90   -93.74  -4.20) v=2.65 m/s
[lio] t=1317401063.436 | feat 5228/64236 | map  19640 | icp ok  iter 50 corr  5228 rms 0.2735  297.68 ms | p=(  165.04   -93.81  -4.21) v=2.20 m/s
[lio] t=1317401063.540 | feat 5290/64273 | map  19640 | icp ok  iter 42 corr  5288 rms 0.3012  230.17 ms | p=(  165.31   -93.89  -4.23) v=2.77 m/s
[lio] t=1317401063.644 | feat 5291/64039 | map  19640 | icp ok  iter 47 corr  5290 rms 0.3278  266.97 ms | p=(  165.49   -93.98  -4.26) v=2.52 m/s [KF]
[lio] t=1317401063.748 | feat 5286/64148 | map  20203 | icp ok  iter  3 corr  5255 rms 0.2930   20.05 ms | p=(  165.75   -94.08  -4.27) v=2.80 m/s
[lio] t=1317401063.851 | feat 5506/64407 | map  20203 | icp ok  iter 41 corr  5427 rms 0.3802  240.71 ms | p=(  165.91   -94.26  -4.30) v=2.70 m/s
[lio] t=1317401063.955 | feat 5761/64202 | map  20203 | icp ok  iter 50 corr  5654 rms 0.4189  347.07 ms | p=(  166.09   -94.71  -4.31) v=3.94 m/s
[lio] t=1317401064.059 | feat 5938/64176 | map  20203 | icp ok  iter 50 corr  5823 rms 0.4025  315.68 ms | p=(  166.32   -95.18  -4.33) v=4.75 m/s [KF]
[lio] t=1317401064.163 | feat 6049/64154 | map  21270 | icp ok  iter 50 corr  6049 rms 0.2390  412.29 ms | p=(  166.59   -95.18  -4.33) v=3.12 m/s
[lio] t=1317401064.267 | feat 6036/64007 | map  21270 | icp ok  iter 11 corr  6036 rms 0.2820   71.59 ms | p=(  166.85   -95.35  -4.36) v=3.28 m/s
[lio] t=1317401064.371 | feat 6088/63693 | map  21270 | icp ok  iter 50 corr  6083 rms 0.3961  317.14 ms | p=(  167.25   -95.49  -4.38) v=3.96 m/s
[lio] t=1317401064.475 | feat 6100/63452 | map  21270 | icp ok  iter 47 corr  6075 rms 0.4285  351.30 ms | p=(  167.69   -95.54  -4.40) v=4.26 m/s [KF]
[lio] t=1317401064.578 | feat 6079/63464 | map  22160 | icp ok  iter 50 corr  6077 rms 0.2395  412.24 ms | p=(  168.15   -95.23  -4.42) v=4.69 m/s
[lio] t=1317401064.682 | feat 6007/63197 | map  22160 | icp ok  iter 50 corr  6007 rms 0.2508  384.63 ms | p=(  168.56   -94.81  -4.43) v=5.25 m/s [KF]
[lio] t=1317401064.786 | feat 5960/62988 | map  22576 | icp ok  iter 27 corr  5960 rms 0.2317  202.96 ms | p=(  169.11   -94.40  -4.44) v=6.12 m/s
[lio] t=1317401064.890 | feat 5955/62650 | map  22576 | icp ok  iter 28 corr  5955 rms 0.2534  184.37 ms | p=(  169.62   -93.96  -4.46) v=6.46 m/s [KF]
[lio] t=1317401064.994 | feat 5937/62189 | map  22940 | icp ok  iter 28 corr  5934 rms 0.2250  161.13 ms | p=(  170.19   -93.54  -4.48) v=6.76 m/s
[lio] t=1317401065.098 | feat 5885/61753 | map  22940 | icp ok  iter 45 corr  5883 rms 0.2634  289.03 ms | p=(  170.79   -93.04  -4.50) v=7.25 m/s [KF]
[lio] t=1317401065.202 | feat 5857/61536 | map  23218 | icp ok  iter  5 corr  5857 rms 0.2182   28.51 ms | p=(  171.41   -92.61  -4.51) v=7.38 m/s
[lio] t=1317401065.306 | feat 5858/61723 | map  23218 | icp ok  iter 15 corr  5858 rms 0.2492   90.82 ms | p=(  172.09   -92.21  -4.55) v=7.57 m/s [KF]
[lio] t=1317401065.410 | feat 5772/61453 | map  23436 | icp ok  iter 50 corr  5772 rms 0.2013  296.48 ms | p=(  172.74   -91.88  -4.56) v=7.34 m/s
[lio] t=1317401065.514 | feat 5773/61346 | map  23436 | icp ok  iter 30 corr  5773 rms 0.2174  190.17 ms | p=(  173.41   -91.50  -4.58) v=7.47 m/s [KF]
[lio] t=1317401065.618 | feat 5694/61571 | map  23555 | icp ok  iter 19 corr  5694 rms 0.2013   96.48 ms | p=(  174.12   -91.15  -4.62) v=7.62 m/s
[lio] t=1317401065.722 | feat 5588/61565 | map  23555 | icp ok  iter 32 corr  5584 rms 0.2598  167.37 ms | p=(  174.84   -90.85  -4.65) v=7.63 m/s [KF]
[lio] t=1317401065.826 | feat 5365/61609 | map  23622 | icp ok  iter 34 corr  5365 rms 0.2246  194.67 ms | p=(  175.54   -90.57  -4.70) v=7.51 m/s
[lio] t=1317401065.930 | feat 5244/60771 | map  23622 | icp ok  iter 31 corr  5244 rms 0.2946  153.85 ms | p=(  176.29   -90.34  -4.73) v=7.63 m/s [KF]
[lio] t=1317401066.033 | feat 5045/60327 | map  23719 | icp ok  iter 10 corr  5040 rms 0.2501   52.99 ms | p=(  177.05   -90.10  -4.78) v=7.75 m/s
[lio] t=1317401066.137 | feat 5010/60389 | map  23719 | icp ok  iter 42 corr  4984 rms 0.3565  209.76 ms | p=(  177.87   -89.82  -4.83) v=8.22 m/s [KF]
[lio] t=1317401066.241 | feat 4882/60089 | map  23923 | icp ok  iter 13 corr  4882 rms 0.2153   60.48 ms | p=(  178.69   -89.58  -4.88) v=8.31 m/s
[lio] t=1317401066.345 | feat 4881/59830 | map  23923 | icp ok  iter 12 corr  4881 rms 0.2319   62.54 ms | p=(  179.54   -89.37  -4.91) v=8.49 m/s [KF]
[lio] t=1317401066.448 | feat 4850/59165 | map  24152 | icp ok  iter 25 corr  4849 rms 0.2073  145.50 ms | p=(  180.34   -89.16  -4.94) v=8.27 m/s
[lio] t=1317401066.552 | feat 4932/59183 | map  24152 | icp ok  iter 37 corr  4931 rms 0.2331  180.82 ms | p=(  181.13   -88.98  -4.97) v=8.10 m/s [KF]
[lio] t=1317401066.656 | feat 4899/59219 | map  24280 | icp ok  iter 25 corr  4895 rms 0.2023  123.92 ms | p=(  181.96   -88.80  -5.02) v=8.21 m/s
[lio] t=1317401066.759 | feat 4902/59287 | map  24280 | icp ok  iter 35 corr  4900 rms 0.2852  178.59 ms | p=(  182.75   -88.62  -5.06) v=8.08 m/s [KF]
[lio] t=1317401066.863 | feat 4791/59465 | map  24460 | icp ok  iter 16 corr  4782 rms 0.2186   73.23 ms | p=(  183.56   -88.42  -5.12) v=8.17 m/s
[lio] t=1317401066.967 | feat 4768/59331 | map  24460 | icp ok  iter 38 corr  4756 rms 0.3193  163.69 ms | p=(  184.37   -88.23  -5.17) v=8.17 m/s [KF]
[lio] t=1317401067.070 | feat 4760/59033 | map  24665 | icp ok  iter 12 corr  4760 rms 0.2261   54.24 ms | p=(  185.20   -88.05  -5.21) v=8.28 m/s
[lio] t=1317401067.174 | feat 4682/59169 | map  24665 | icp ok  iter 27 corr  4680 rms 0.2631  127.86 ms | p=(  186.02   -87.87  -5.26) v=8.30 m/s [KF]
[lio] t=1317401067.278 | feat 4579/59040 | map  24765 | icp ok  iter 23 corr  4576 rms 0.2021  120.53 ms | p=(  186.78   -87.69  -5.31) v=7.93 m/s
[lio] t=1317401067.381 | feat 4533/58958 | map  24765 | icp ok  iter 50 corr  4531 rms 0.2227  281.38 ms | p=(  187.82   -87.47  -5.36) v=9.42 m/s [KF]
[lio] t=1317401067.485 | feat 4540/58998 | map  24768 | icp ok  iter 24 corr  4539 rms 0.2494  124.09 ms | p=(  188.64   -87.28  -5.42) v=8.70 m/s
[lio] t=1317401067.589 | feat 4481/59128 | map  24768 | icp ok  iter 44 corr  4477 rms 0.3335  200.64 ms | p=(  189.42   -87.08  -5.48) v=8.22 m/s [KF]
[lio] t=1317401067.693 | feat 4478/59268 | map  25000 | icp ok  iter 20 corr  4475 rms 0.2731   90.90 ms | p=(  190.23   -86.91  -5.53) v=8.16 m/s
[lio] t=1317401067.796 | feat 4449/59638 | map  25000 | icp ok  iter 34 corr  4439 rms 0.3419  152.15 ms | p=(  190.98   -86.73  -5.59) v=7.81 m/s [KF]
[lio] t=1317401067.900 | feat 4463/59715 | map  25189 | icp ok  iter  3 corr  4458 rms 0.2835   15.57 ms | p=(  191.78   -86.56  -5.63) v=7.90 m/s
[lio] t=1317401068.004 | feat 4605/59984 | map  25189 | icp ok  iter 23 corr  4587 rms 0.4072  105.68 ms | p=(  192.53   -86.39  -5.68) v=7.67 m/s [KF]
[lio] t=1317401068.108 | feat 4752/60225 | map  25450 | icp ok  iter 14 corr  4752 rms 0.2588   72.16 ms | p=(  193.35   -86.21  -5.73) v=8.02 m/s
[lio] t=1317401068.212 | feat 4826/59694 | map  25450 | icp ok  iter 24 corr  4823 rms 0.3178  125.15 ms | p=(  194.11   -86.02  -5.78) v=7.81 m/s [KF]
[lio] t=1317401068.315 | feat 4883/59884 | map  25706 | icp ok  iter  9 corr  4881 rms 0.2654   44.06 ms | p=(  194.91   -85.84  -5.83) v=7.93 m/s
[lio] t=1317401068.419 | feat 4923/60180 | map  25706 | icp ok  iter 20 corr  4898 rms 0.3795   98.62 ms | p=(  195.68   -85.67  -5.87) v=7.80 m/s [KF]
[lio] t=1317401068.523 | feat 4918/59972 | map  26107 | icp ok  iter  7 corr  4918 rms 0.2486   38.35 ms | p=(  196.49   -85.49  -5.92) v=7.97 m/s
[lio] t=1317401068.627 | feat 5053/60098 | map  26107 | icp ok  iter 19 corr  5053 rms 0.2789   95.06 ms | p=(  197.28   -85.31  -5.97) v=7.93 m/s [KF]
[lio] t=1317401068.731 | feat 5062/59881 | map  26174 | icp ok  iter 13 corr  5061 rms 0.2160   64.94 ms | p=(  198.10   -85.13  -6.01) v=8.08 m/s
[lio] t=1317401068.834 | feat 5154/59636 | map  26174 | icp ok  iter 38 corr  5154 rms 0.2294  250.99 ms | p=(  199.18   -84.89  -6.07) v=9.69 m/s [KF]
[lio] t=1317401068.938 | feat 5082/59461 | map  25566 | icp ok  iter 17 corr  5082 rms 0.2058  114.70 ms | p=(  199.98   -84.71  -6.12) v=8.63 m/s
[lio] t=1317401069.042 | feat 5059/59387 | map  25566 | icp ok  iter 21 corr  5058 rms 0.2294  116.13 ms | p=(  200.78   -84.52  -6.18) v=8.29 m/s [KF]
[lio] t=1317401069.146 | feat 4992/59057 | map  24955 | icp ok  iter 21 corr  4988 rms 0.2155  107.12 ms | p=(  201.59   -84.35  -6.24) v=8.13 m/s
[lio] t=1317401069.250 | feat 4854/59004 | map  24955 | icp ok  iter 29 corr  4845 rms 0.2974  143.67 ms | p=(  202.40   -84.17  -6.30) v=8.07 m/s [KF]
[lio] t=1317401069.354 | feat 4755/59147 | map  24717 | icp ok  iter 39 corr  4755 rms 0.2495  182.92 ms | p=(  203.18   -83.99  -6.36) v=7.90 m/s
[lio] t=1317401069.458 | feat 4667/59344 | map  24717 | icp ok  iter  8 corr  4661 rms 0.3388   41.23 ms | p=(  203.97   -83.82  -6.43) v=7.90 m/s [KF]
[lio] t=1317401069.561 | feat 4560/59394 | map  24222 | icp ok  iter 35 corr  4559 rms 0.2179  169.04 ms | p=(  204.84   -83.63  -6.49) v=8.36 m/s
[lio] t=1317401069.665 | feat 4409/59158 | map  24222 | icp ok  iter 34 corr  4407 rms 0.2428  166.46 ms | p=(  205.84   -83.41  -6.57) v=9.32 m/s [KF]
[lio] t=1317401069.769 | feat 4355/59510 | map  24029 | icp ok  iter 22 corr  4328 rms 0.2988  106.28 ms | p=(  206.64   -83.23  -6.62) v=8.45 m/s
[lio] t=1317401069.873 | feat 4162/60051 | map  24029 | icp ok  iter 19 corr  4012 rms 0.4335   83.44 ms | p=(  207.42   -83.06  -6.68) v=8.00 m/s [KF]
[lio] t=1317401069.977 | feat 4215/60171 | map  24211 | icp ok  iter  6 corr  4185 rms 0.3426   24.64 ms | p=(  208.23   -82.88  -6.75) v=8.07 m/s
[lio] t=1317401070.080 | feat 4244/60228 | map  24211 | icp ok  iter  9 corr  4186 rms 0.4303   41.36 ms | p=(  209.02   -82.70  -6.82) v=7.98 m/s [KF]
[lio] t=1317401070.184 | feat 4133/60218 | map  24387 | icp ok  iter  5 corr  4133 rms 0.2327   21.16 ms | p=(  209.84   -82.52  -6.85) v=8.07 m/s
[lio] t=1317401070.288 | feat 4196/60028 | map  24387 | icp ok  iter  9 corr  4170 rms 0.3553   36.96 ms | p=(  210.65   -82.33  -6.90) v=8.07 m/s [KF]
[lio] t=1317401070.392 | feat 4350/59925 | map  24351 | icp ok  iter 18 corr  4346 rms 0.3131   80.22 ms | p=(  211.49   -82.14  -6.95) v=8.30 m/s
[lio] t=1317401070.496 | feat 4353/59728 | map  24351 | icp ok  iter 14 corr  4344 rms 0.3399   80.44 ms | p=(  212.45   -81.92  -7.00) v=9.05 m/s [KF]
[lio] t=1317401070.599 | feat 4378/59730 | map  24217 | icp ok  iter 20 corr  4377 rms 0.2426   95.22 ms | p=(  213.25   -81.74  -7.06) v=8.39 m/s
[lio] t=1317401070.703 | feat 4401/59607 | map  24217 | icp ok  iter  9 corr  4400 rms 0.3196   45.01 ms | p=(  214.07   -81.56  -7.13) v=8.25 m/s [KF]
[lio] t=1317401070.807 | feat 4471/59579 | map  24046 | icp ok  iter  8 corr  4470 rms 0.2397   37.22 ms | p=(  214.89   -81.37  -7.20) v=8.20 m/s
[lio] t=1317401070.911 | feat 4584/59637 | map  24046 | icp ok  iter 14 corr  4581 rms 0.3207   64.75 ms | p=(  215.70   -81.17  -7.27) v=8.15 m/s [KF]
[lio] t=1317401071.015 | feat 4709/59665 | map  23875 | icp ok  iter  8 corr  4708 rms 0.2288   36.77 ms | p=(  216.52   -80.98  -7.33) v=8.21 m/s
[lio] t=1317401071.119 | feat 4820/59291 | map  23875 | icp ok  iter 40 corr  4817 rms 0.3211  192.98 ms | p=(  217.41   -80.79  -7.40) v=8.62 m/s [KF]
[lio] t=1317401071.223 | feat 4890/57796 | map  23930 | icp ok  iter 16 corr  4890 rms 0.2097   84.08 ms | p=(  218.22   -80.59  -7.47) v=8.33 m/s
[lio] t=1317401071.327 | feat 4813/57792 | map  23930 | icp ok  iter 23 corr  4812 rms 0.2636   96.81 ms | p=(  219.05   -80.41  -7.54) v=8.26 m/s [KF]
[lio] t=1317401071.430 | feat 4750/58171 | map  23990 | icp ok  iter 12 corr  4749 rms 0.2539   56.84 ms | p=(  219.86   -80.21  -7.61) v=8.19 m/s
[lio] t=1317401071.534 | feat 4745/60047 | map  23990 | icp ok  iter 16 corr  4740 rms 0.3386   75.48 ms | p=(  220.65   -80.02  -7.69) v=8.07 m/s [KF]
[lio] t=1317401071.638 | feat 4812/60273 | map  24098 | icp ok  iter  5 corr  4811 rms 0.2161   22.71 ms | p=(  221.47   -79.83  -7.76) v=8.16 m/s
[lio] t=1317401071.742 | feat 4847/60208 | map  24098 | icp ok  iter 13 corr  4846 rms 0.2788   57.55 ms | p=(  222.29   -79.65  -7.84) v=8.18 m/s [KF]
[lio] t=1317401071.846 | feat 4954/60450 | map  24128 | icp ok  iter  6 corr  4954 rms 0.2239   33.39 ms | p=(  223.11   -79.46  -7.91) v=8.20 m/s
[lio] t=1317401071.950 | feat 5052/60641 | map  24128 | icp ok  iter 15 corr  5051 rms 0.3220   82.84 ms | p=(  223.90   -79.28  -7.99) v=8.02 m/s [KF]
[lio] t=1317401072.054 | feat 5177/60716 | map  24154 | icp ok  iter 11 corr  5177 rms 0.2436   53.06 ms | p=(  224.72   -79.09  -8.07) v=8.14 m/s
[lio] t=1317401072.158 | feat 5266/60543 | map  24154 | icp ok  iter 31 corr  5266 rms 0.3078  187.30 ms | p=(  225.61   -78.89  -8.15) v=8.62 m/s [KF]
[lio] t=1317401072.262 | feat 5368/60389 | map  24321 | icp ok  iter 20 corr  5368 rms 0.2067  112.72 ms | p=(  226.41   -78.70  -8.23) v=8.31 m/s
[lio] t=1317401072.366 | feat 5575/59824 | map  24321 | icp ok  iter 12 corr  5575 rms 0.2579   63.89 ms | p=(  227.24   -78.52  -8.31) v=8.30 m/s [KF]
[lio] t=1317401072.470 | feat 5627/59183 | map  24304 | icp ok  iter 11 corr  5625 rms 0.2097   68.62 ms | p=(  228.04   -78.33  -8.40) v=8.09 m/s
[lio] t=1317401072.574 | feat 5783/58820 | map  24304 | icp ok  iter 11 corr  5753 rms 0.3437   68.62 ms | p=(  228.82   -78.15  -8.47) v=7.94 m/s [KF]
